neighbourhood_group_cleansed,neighbourhood_cleansed,property_type,room_type,bedrooms,bathrooms,guests_included,price,lnprice
Manhattan,East Village,Apartment,Entire home/apt,2,1,1,170,5.135798437050262
Manhattan,Chelsea,Apartment,Entire home/apt,2,2,4,500,6.214608098422191
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,2,175,5.1647859739235145
Brooklyn,South Slope,Apartment,Private room,1,1,1,65,4.174387269895637
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,240,5.480638923341991
Manhattan,SoHo,Apartment,Entire home/apt,0,1,2,299,5.700443573390687
Brooklyn,Crown Heights,Apartment,Entire home/apt,0,1,1,110,4.700480365792417
Manhattan,Harlem,House,Private room,1,1,1,75,4.31748811353631
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,2,165,5.10594547390058
Brooklyn,Bedford-Stuyvesant,House,Entire home/apt,9,3,2,300,5.703782474656201
Brooklyn,Cobble Hill,Apartment,Entire home/apt,1,1,2,140,4.941642422609304
Brooklyn,Carroll Gardens,Apartment,Entire home/apt,2,1,4,275,5.616771097666572
Manhattan,Little Italy,Apartment,Private room,1,0.5,1,109,4.6913478822291435
Manhattan,East Village,Apartment,Entire home/apt,1,1,2,179,5.187385805840755
Brooklyn,Carroll Gardens,Apartment,Entire home/apt,2,1,4,189,5.241747015059643
Manhattan,West Village,Apartment,Entire home/apt,1,1,2,450,6.1092475827643655
Manhattan,SoHo,Apartment,Entire home/apt,1,1,2,249,5.517452896464707
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,250,5.521460917862246
Brooklyn,Crown Heights,Apartment,Entire home/apt,2,1,4,120,4.787491742782046
Queens,Astoria,Apartment,Entire home/apt,1,1,1,70,4.248495242049359
Manhattan,West Village,Apartment,Private room,1,1,1,90,4.499809670330265
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,1,199,5.293304824724492
Brooklyn,Bushwick,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,1,100,4.605170185988092
Manhattan,Harlem,Apartment,Entire home/apt,1,1,1,110,4.700480365792417
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,157,5.056245805348308
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Queens,Astoria,Apartment,Entire home/apt,2,1,4,192,5.2574953720277815
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,105,4.653960350157523
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,125,4.8283137373023015
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,60,4.0943445622221
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,300,5.703782474656201
Brooklyn,Williamsburg,Apartment,Private room,1,1.5,1,45,3.8066624897703196
Queens,Elmhurst,Apartment,Private room,1,0.5,1,55,4.007333185232471
Brooklyn,Crown Heights,Apartment,Private room,1,1,2,44,3.784189633918261
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,55,4.007333185232471
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,30,3.4011973816621555
Brooklyn,Fort Greene,Apartment,Private room,2,1,1,35,3.5553480614894135
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,130,4.867534450455582
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,55,4.007333185232471
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,75,4.31748811353631
Manhattan,Upper East Side,Apartment,Private room,1,1,1,190,5.247024072160486
Brooklyn,East New York,House,Entire home/apt,3,2,2,95,4.553876891600541
Brooklyn,Fort Greene,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Flatbush,House,Private room,1,1,2,75,4.31748811353631
Manhattan,Harlem,Apartment,Entire home/apt,2,1,9,250,5.521460917862246
Manhattan,Upper East Side,Apartment,Private room,1,1,1,60,4.0943445622221
Manhattan,East Harlem,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,250,5.521460917862246
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,4,125,4.8283137373023015
Brooklyn,Fort Greene,Condominium,Private room,1,1,1,135,4.90527477843843
Brooklyn,Bushwick,Apartment,Private room,1,1,2,65,4.174387269895637
Staten Island,Clifton,Apartment,Private room,1,1,1,59,4.07753744390572
Brooklyn,Bedford-Stuyvesant,Condominium,Private room,1,1,1,85,4.442651256490317
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,109,4.6913478822291435
Brooklyn,Crown Heights,Apartment,Entire home/apt,2,2,4,225,5.41610040220442
Queens,Ridgewood,Apartment,Private room,1,1,1,62,4.127134385045092
Brooklyn,Prospect Heights,Apartment,Private room,1,1,2,100,4.605170185988092
Manhattan,Lower East Side,Apartment,Entire home/apt,0,1,1,105,4.653960350157523
Manhattan,East Village,Apartment,Private room,1,1,1,89,4.48863636973214
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,4,135,4.90527477843843
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,174,5.159055299214529
Brooklyn,Kensington,Guest suite,Entire home/apt,0,1,2,89,4.48863636973214
Manhattan,Harlem,Apartment,Private room,1,1,1,110,4.700480365792417
Brooklyn,Bushwick,Loft,Entire home/apt,1,1,2,130,4.867534450455582
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,78,4.356708826689592
Brooklyn,Bay Ridge,Apartment,Private room,1,1,1,49,3.8918202981106265
Manhattan,Harlem,Apartment,Entire home/apt,1,1,2,135,4.90527477843843
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,3,225,5.41610040220442
Manhattan,Gramercy,Apartment,Entire home/apt,2,1.5,3,245,5.501258210544727
Manhattan,Washington Heights,Apartment,Entire home/apt,0,1,2,135,4.90527477843843
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,325,5.783825182329737
Brooklyn,Williamsburg,Loft,Private room,1,1,1,95,4.553876891600541
Manhattan,West Village,Apartment,Private room,1,1,1,120,4.787491742782046
Brooklyn,Williamsburg,Loft,Entire home/apt,2,1,4,195,5.272999558563747
Manhattan,Upper West Side,Apartment,Entire home/apt,2,2,5,499,6.212606095751519
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,88,4.477336814478207
Brooklyn,Williamsburg,Loft,Entire home/apt,1,1,1,160,5.075173815233827
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,2,219,5.389071729816501
Manhattan,SoHo,Apartment,Entire home/apt,1,1,2,218,5.384495062789089
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,159,5.0689042022202315
Brooklyn,Clinton Hill,Townhouse,Private room,1,1,1,180,5.19295685089021
Manhattan,East Village,Apartment,Entire home/apt,0,1,1,150,5.0106352940962555
Manhattan,Kips Bay,Apartment,Entire home/apt,1,1,2,106,4.663439094112067
Manhattan,Midtown,Apartment,Entire home/apt,2,2,1,299,5.700443573390687
Brooklyn,Crown Heights,Apartment,Entire home/apt,2,1,2,165,5.10594547390058
Brooklyn,Flatbush,House,Entire home/apt,5,2.5,8,500,6.214608098422191
Manhattan,Chinatown,Loft,Entire home/apt,1,1,2,250,5.521460917862246
Manhattan,Inwood,Apartment,Private room,1,1,1,87,4.465908118654584
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,79,4.3694478524670215
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,1,200,5.298317366548036
Manhattan,Harlem,Apartment,Private room,1,1,1,80,4.382026634673881
Brooklyn,East Flatbush,House,Entire home/apt,1,1,2,76,4.330733340286331
Brooklyn,East Flatbush,House,Entire home/apt,1,1,3,75,4.31748811353631
Brooklyn,East Flatbush,House,Entire home/apt,1,2,1,75,4.31748811353631
Manhattan,Harlem,Apartment,Private room,1,1,2,125,4.8283137373023015
Manhattan,Upper West Side,Apartment,Entire home/apt,2,2,2,387,5.958424693029782
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,95,4.553876891600541
Manhattan,Upper West Side,Apartment,Entire home/apt,2,1,1,99,4.59511985013459
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,121,4.795790545596741
Manhattan,Harlem,Apartment,Private room,1,1,2,75,4.31748811353631
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,95,4.553876891600541
Manhattan,West Village,Apartment,Private room,1,1,1,195,5.272999558563747
Manhattan,Flatiron District,Apartment,Private room,1,1,1,160,5.075173815233827
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,Sunset Park,Apartment,Entire home/apt,1,1,2,70,4.248495242049359
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,2,135,4.90527477843843
Brooklyn,Williamsburg,Loft,Private room,1,1,1,160,5.075173815233827
Brooklyn,Park Slope,Apartment,Entire home/apt,2,1,1,178,5.181783550292085
Brooklyn,Crown Heights,Apartment,Entire home/apt,2,1,2,145,4.976733742420574
Brooklyn,Park Slope,Apartment,Entire home/apt,1,1,1,125,4.8283137373023015
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,1,265,5.579729825986222
Brooklyn,Prospect-Lefferts Gardens,House,Private room,1,1,1,77,4.343805421853684
Manhattan,Chinatown,Apartment,Entire home/apt,1,1,1,129,4.859812404361672
Manhattan,East Village,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Brooklyn,Prospect-Lefferts Gardens,Apartment,Private room,1,1,1,60,4.0943445622221
Manhattan,Midtown,Apartment,Entire home/apt,1,1,1,125,4.8283137373023015
Brooklyn,Williamsburg,Apartment,Private room,1,1.5,1,68,4.219507705176107
Manhattan,Upper East Side,Apartment,Shared room,1,1,1,115,4.74493212836325
Queens,Maspeth,Apartment,Entire home/apt,2,1,2,133,4.890349128221754
Brooklyn,Park Slope,Apartment,Private room,1,1,1,80,4.382026634673881
Manhattan,SoHo,Apartment,Private room,1,0.5,1,80,4.382026634673881
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,3,125,4.8283137373023015
Brooklyn,Greenpoint,Loft,Private room,1,1,1,120,4.787491742782046
Brooklyn,Prospect Heights,Apartment,Private room,1,1,1,56,4.02535169073515
Manhattan,East Village,Apartment,Entire home/apt,2,2,4,549,6.3080984415095305
Brooklyn,Williamsburg,Loft,Private room,1,1,1,139,4.9344739331306915
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,1,90,4.499809670330265
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,145,4.976733742420574
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,2,1,1,225,5.41610040220442
Brooklyn,Park Slope,Apartment,Entire home/apt,1,1,1,125,4.8283137373023015
Brooklyn,Sheepshead Bay,Apartment,Entire home/apt,1,1,1,50,3.912023005428146
Manhattan,West Village,Apartment,Entire home/apt,1,1,2,149,5.003946305945459
Manhattan,Inwood,Apartment,Private room,1,1,1,100,4.605170185988092
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,70,4.248495242049359
Manhattan,Harlem,Apartment,Shared room,1,1,2,150,5.0106352940962555
Staten Island,Stapleton,House,Private room,1,1,1,97,4.574710978503383
Manhattan,Upper East Side,Apartment,Private room,1,1,1,120,4.787491742782046
Manhattan,Midtown,Apartment,Entire home/apt,1,1,2,250,5.521460917862246
Manhattan,Harlem,Apartment,Entire home/apt,2,1.5,1,187,5.231108616854587
Manhattan,Washington Heights,House,Private room,2,2,1,99,4.59511985013459
Manhattan,Gramercy,Apartment,Entire home/apt,1,1,1,99,4.59511985013459
Queens,Briarwood,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,Columbia St,Loft,Entire home/apt,2,1,2,159,5.0689042022202315
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,45,3.8066624897703196
Manhattan,Financial District,Apartment,Entire home/apt,0,1,1,225,5.41610040220442
Manhattan,Nolita,Apartment,Private room,1,1,1,100,4.605170185988092
Brooklyn,Greenpoint,Loft,Private room,1,1,2,90,4.499809670330265
Queens,Briarwood,Apartment,Private room,1,2,1,75,4.31748811353631
Manhattan,Flatiron District,Loft,Entire home/apt,1,1,1,350,5.857933154483459
Manhattan,Upper West Side,Apartment,Private room,1,1,1,125,4.8283137373023015
Manhattan,East Village,Apartment,Entire home/apt,1,2,2,225,5.41610040220442
Manhattan,Harlem,Apartment,Private room,1,1,1,85,4.442651256490317
Brooklyn,South Slope,House,Entire home/apt,2,1.5,6,250,5.521460917862246
Manhattan,Chelsea,Apartment,Entire home/apt,1,1.5,2,275,5.616771097666572
Manhattan,Lower East Side,Condominium,Private room,1,1,1,90,4.499809670330265
Brooklyn,Bushwick,Apartment,Entire home/apt,1,1,1,130,4.867534450455582
Bronx,Morris Heights,Apartment,Private room,1,1,1,50,3.912023005428146
Manhattan,Upper East Side,Apartment,Entire home/apt,2,1,2,300,5.703782474656201
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,147,4.990432586778736
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,300,5.703782474656201
Brooklyn,Windsor Terrace,Guest suite,Entire home/apt,1,1,2,88,4.477336814478207
Queens,Long Island City,Apartment,Entire home/apt,1,1,2,215,5.3706380281276624
Manhattan,SoHo,Loft,Entire home/apt,1,1,1,225,5.41610040220442
Brooklyn,Bushwick,Apartment,Private room,1,1,2,75,4.31748811353631
Manhattan,Greenwich Village,Apartment,Entire home/apt,1,1,1,145,4.976733742420574
Brooklyn,Prospect-Lefferts Gardens,Apartment,Entire home/apt,2,1,2,249,5.517452896464707
Brooklyn,Boerum Hill,Apartment,Entire home/apt,2,1,3,300,5.703782474656201
Manhattan,East Harlem,Apartment,Private room,1,1,1,100,4.605170185988092
Brooklyn,Brighton Beach,Apartment,Entire home/apt,1,1,1,75,4.31748811353631
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,120,4.787491742782046
Brooklyn,Crown Heights,House,Entire home/apt,3,1,6,180,5.19295685089021
Brooklyn,Crown Heights,Apartment,Entire home/apt,2,1,2,125,4.8283137373023015
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,3,95,4.553876891600541
Brooklyn,Williamsburg,Apartment,Private room,1,1,2,119,4.77912349311153
Manhattan,Midtown,Apartment,Entire home/apt,1,1,2,275,5.616771097666572
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,175,5.1647859739235145
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,1,100,4.605170185988092
Brooklyn,Park Slope,Apartment,Entire home/apt,2,1,2,160,5.075173815233827
Manhattan,East Village,Apartment,Private room,1,1,1,102,4.624972813284271
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,3,90,4.499809670330265
Manhattan,Lower East Side,Loft,Entire home/apt,2,1,1,200,5.298317366548036
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,2,250,5.521460917862246
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,45,3.8066624897703196
Queens,Astoria,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,1,325,5.783825182329737
Manhattan,Theater District,Apartment,Private room,1,1,1,99,4.59511985013459
Manhattan,Midtown,Loft,Entire home/apt,0,1,2,325,5.783825182329737
Brooklyn,Crown Heights,Apartment,Private room,1,1,1,110,4.700480365792417
Brooklyn,Crown Heights,Apartment,Private room,1,1,1,55,4.007333185232471
Manhattan,Washington Heights,Apartment,Private room,1,1,1,60,4.0943445622221
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,250,5.521460917862246
Manhattan,Washington Heights,Apartment,Entire home/apt,2,1,4,265,5.579729825986222
Queens,Long Island City,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Crown Heights,Apartment,Private room,1,1,2,50,3.912023005428146
Brooklyn,Prospect Heights,Apartment,Entire home/apt,1,1,2,130,4.867534450455582
Brooklyn,Clinton Hill,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Brooklyn,East New York,Townhouse,Entire home/apt,1,1,2,70,4.248495242049359
Manhattan,West Village,Loft,Entire home/apt,1,1,1,151,5.017279836814924
Brooklyn,Williamsburg,Loft,Entire home/apt,1,1,2,200,5.298317366548036
Manhattan,East Village,Apartment,Private room,1,1,1,110,4.700480365792417
Manhattan,Harlem,Apartment,Private room,1,1,1,65,4.174387269895637
Manhattan,Tribeca,Apartment,Entire home/apt,2,2,1,595,6.38856140554563
Brooklyn,Park Slope,Apartment,Entire home/apt,2,1,2,99,4.59511985013459
Manhattan,East Village,Apartment,Entire home/apt,1,2,1,350,5.857933154483459
Brooklyn,Prospect-Lefferts Gardens,Apartment,Entire home/apt,2,1,1,150,5.0106352940962555
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,55,4.007333185232471
Brooklyn,Park Slope,Townhouse,Entire home/apt,4,2,4,345,5.84354441703136
Queens,Ridgewood,Apartment,Entire home/apt,1,1,2,77,4.343805421853684
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,1,125,4.8283137373023015
Brooklyn,Bedford-Stuyvesant,House,Entire home/apt,2,2.5,4,189,5.241747015059643
Bronx,Mott Haven,Apartment,Private room,1,1,1,49,3.8918202981106265
Manhattan,Kips Bay,Apartment,Private room,1,1,1,100,4.605170185988092
Queens,Jackson Heights,Townhouse,Private room,1,1,1,99,4.59511985013459
Queens,Jackson Heights,Townhouse,Private room,1,1,1,99,4.59511985013459
Brooklyn,Bushwick,Apartment,Private room,1,1,1,59,4.07753744390572
Brooklyn,Williamsburg,Loft,Private room,1,1,1,90,4.499809670330265
Manhattan,Harlem,Apartment,Private room,1,1.5,2,94,4.543294782270004
Brooklyn,Windsor Terrace,Apartment,Private room,1,1,1,80,4.382026634673881
Bronx,Longwood,Apartment,Entire home/apt,2,1,2,88,4.477336814478207
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,250,5.521460917862246
Brooklyn,Sunset Park,Apartment,Private room,1,1,1,55,4.007333185232471
Brooklyn,Park Slope,Apartment,Private room,1,1,1,110,4.700480365792417
Brooklyn,Kensington,House,Entire home/apt,4,2,1,200,5.298317366548036
Brooklyn,Windsor Terrace,Apartment,Entire home/apt,1,1,2,135,4.90527477843843
Brooklyn,Clinton Hill,Apartment,Private room,1,1,1,70,4.248495242049359
Brooklyn,Greenpoint,Apartment,Entire home/apt,2,1,2,260,5.560681631015528
Manhattan,Lower East Side,Apartment,Entire home/apt,2,1,1,250,5.521460917862246
Manhattan,Harlem,Apartment,Private room,1,1,1,65,4.174387269895637
Manhattan,East Village,Apartment,Entire home/apt,2,1,2,100,4.605170185988092
Manhattan,Inwood,Apartment,Entire home/apt,1,1,2,120,4.787491742782046
Manhattan,Harlem,Apartment,Private room,2,1,2,65,4.174387269895637
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,2,139,4.9344739331306915
Manhattan,West Village,House,Entire home/apt,1,1,2,174,5.159055299214529
Brooklyn,Williamsburg,Apartment,Private room,1,1,2,62,4.127134385045092
Manhattan,West Village,Apartment,Entire home/apt,2,1,1,315,5.752572638825633
Manhattan,Harlem,Apartment,Private room,1,2,1,75,4.31748811353631
Manhattan,East Village,Apartment,Entire home/apt,1,1,3,210,5.3471075307174685
Brooklyn,Williamsburg,Apartment,Private room,1,1,2,55,4.007333185232471
Brooklyn,Williamsburg,Condominium,Entire home/apt,2,1,3,229,5.43372200355424
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Manhattan,Kips Bay,Apartment,Entire home/apt,1,1,2,129,4.859812404361672
Manhattan,Harlem,Apartment,Entire home/apt,2,1,3,100,4.605170185988092
Manhattan,Lower East Side,Apartment,Private room,1,1,1,89,4.48863636973214
Manhattan,Nolita,Apartment,Entire home/apt,1,1,2,220,5.393627546352362
Brooklyn,Crown Heights,Apartment,Entire home/apt,3,1,6,250,5.521460917862246
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,65,4.174387269895637
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,4,235,5.459585514144159
Brooklyn,Bedford-Stuyvesant,House,Entire home/apt,2,1,2,100,4.605170185988092
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,2,311,5.739792912179234
Queens,Jamaica,House,Shared room,1,1,1,39,3.6635616461296463
Manhattan,West Village,Apartment,Private room,1,1,1,100,4.605170185988092
Manhattan,Battery Park City,Apartment,Private room,1,1,1,65,4.174387269895637
Brooklyn,Williamsburg,Loft,Entire home/apt,1,1,2,225,5.41610040220442
Manhattan,Morningside Heights,Apartment,Private room,1,1,1,85,4.442651256490317
Manhattan,Tribeca,Loft,Entire home/apt,3,2,1,500,6.214608098422191
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,1,145,4.976733742420574
Brooklyn,Prospect-Lefferts Gardens,Apartment,Private room,1,1,2,110,4.700480365792417
Manhattan,Upper West Side,Apartment,Entire home/apt,1,2,2,180,5.19295685089021
Brooklyn,Prospect Heights,Apartment,Entire home/apt,1,1,2,115,4.74493212836325
Queens,Long Island City,Apartment,Private room,1,1,1,70,4.248495242049359
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,155,5.043425116919247
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,2,112,4.718498871295094
Brooklyn,Sunset Park,Apartment,Entire home/apt,1,1,2,100,4.605170185988092
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,155,5.043425116919247
Manhattan,Harlem,Apartment,Private room,1,1.5,2,85,4.442651256490317
Manhattan,Two Bridges,Apartment,Private room,1,1,1,125,4.8283137373023015
Manhattan,Kips Bay,Apartment,Entire home/apt,1,1,2,135,4.90527477843843
Brooklyn,Carroll Gardens,Apartment,Entire home/apt,2,1,2,150,5.0106352940962555
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,2,380,5.940171252720432
Brooklyn,Fort Greene,House,Entire home/apt,4,2,6,450,6.1092475827643655
Brooklyn,Williamsburg,Loft,Entire home/apt,0,1,2,145,4.976733742420574
Queens,Sunnyside,Apartment,Entire home/apt,1,1,1,99,4.59511985013459
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,2,225,5.41610040220442
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,1,125,4.8283137373023015
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,2,80,4.382026634673881
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,55,4.007333185232471
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,100,4.605170185988092
Brooklyn,Clinton Hill,Townhouse,Entire home/apt,5,4.5,6,350,5.857933154483459
Brooklyn,Windsor Terrace,Apartment,Entire home/apt,3,2.5,1,300,5.703782474656201
Brooklyn,Fort Hamilton,Loft,Entire home/apt,1,1,2,105,4.653960350157523
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,2,225,5.41610040220442
Manhattan,East Village,Apartment,Entire home/apt,1,1,4,185,5.220355825078324
Brooklyn,Sunset Park,Apartment,Private room,1,1,1,50,3.912023005428146
Manhattan,East Harlem,Apartment,Private room,1,1,3,80,4.382026634673881
Brooklyn,Carroll Gardens,Apartment,Private room,1,1,1,200,5.298317366548036
Manhattan,Midtown,Apartment,Entire home/apt,1,1,1,99,4.59511985013459
Brooklyn,Park Slope,Townhouse,Entire home/apt,2,2,1,68,4.219507705176107
Brooklyn,Prospect Heights,Apartment,Private room,1,1,1,102,4.624972813284271
Brooklyn,Park Slope,Townhouse,Entire home/apt,3,2,5,295,5.68697535633982
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,199,5.293304824724492
Manhattan,Chinatown,Apartment,Entire home/apt,1,1,1,165,5.10594547390058
Brooklyn,Clinton Hill,Apartment,Entire home/apt,1,1,2,250,5.521460917862246
Queens,Bayside,Apartment,Entire home/apt,2,1,2,125,4.8283137373023015
Manhattan,Chinatown,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Brooklyn,Gowanus,Loft,Entire home/apt,1,1,2,500,6.214608098422191
Brooklyn,Columbia St,Apartment,Private room,1,1,1,75,4.31748811353631
Manhattan,SoHo,Loft,Entire home/apt,2,1,4,499,6.212606095751519
Queens,East Elmhurst,Townhouse,Private room,1,1,1,120,4.787491742782046
Brooklyn,South Slope,House,Entire home/apt,4,2.5,4,249,5.517452896464707
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,120,4.787491742782046
Brooklyn,Brighton Beach,Apartment,Entire home/apt,2,1.5,4,169,5.1298987149230735
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,55,4.007333185232471
Brooklyn,Bedford-Stuyvesant,House,Private room,1,1.5,1,85,4.442651256490317
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,300,5.703782474656201
Manhattan,Harlem,Apartment,Private room,1,1,1,79,4.3694478524670215
Manhattan,Upper West Side,Apartment,Private room,1,1,2,99,4.59511985013459
Manhattan,Chelsea,Apartment,Shared room,1,1,1,50,3.912023005428146
Brooklyn,South Slope,Townhouse,Entire home/apt,3,1.5,5,325,5.783825182329737
Manhattan,SoHo,Apartment,Entire home/apt,1,1,1,198,5.288267030694535
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,2,100,4.605170185988092
Brooklyn,Williamsburg,Loft,Entire home/apt,1,1,1,175,5.1647859739235145
Manhattan,West Village,Apartment,Entire home/apt,0,1,1,130,4.867534450455582
Brooklyn,Prospect Heights,Condominium,Entire home/apt,2,1,2,209,5.342334251964811
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,2,104,4.6443908991413725
Manhattan,East Village,Loft,Entire home/apt,1,1,1,175,5.1647859739235145
Brooklyn,Bushwick,Apartment,Private room,1,1,1,85,4.442651256490317
Manhattan,East Village,Apartment,Private room,1,1,1,72,4.276666119016055
Queens,Astoria,Apartment,Entire home/apt,2,1,4,200,5.298317366548036
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,49,3.8918202981106265
Brooklyn,Flatbush,House,Entire home/apt,5,2.5,2,349,5.855071922202427
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,185,5.220355825078324
Brooklyn,Williamsburg,Loft,Entire home/apt,2,1,1,96,4.564348191467836
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Brooklyn,Crown Heights,Apartment,Entire home/apt,3,2,6,349,5.855071922202427
Brooklyn,Prospect Heights,Apartment,Entire home/apt,1,1,2,125,4.8283137373023015
Brooklyn,Prospect-Lefferts Gardens,House,Private room,1,1,1,40,3.6888794541139363
Brooklyn,Boerum Hill,Apartment,Entire home/apt,3,2,5,350,5.857933154483459
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,2,125,4.8283137373023015
Brooklyn,Bushwick,Loft,Entire home/apt,1,1,2,180,5.19295685089021
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,2,200,5.298317366548036
Brooklyn,Fort Greene,Apartment,Entire home/apt,1,1,2,99,4.59511985013459
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,1,130,4.867534450455582
