listing_id,comments,review_scores_rating
13959767,"****PLEASE READ BEFORE RENTING****
DISCLAIMER: USA Stay was extremely responsive to my emails and phone calls. I truly respect the people working there. 

I lived in this apartment for 3 months. During my time, there have been a laundry list of issues with the apartment. In no way can I recommend this AirBnb to anybody else. 
1. Misrepresenting photos of the home. 
2. Over-priced even by Manhattan standards. 
3. Foul Odor. 
4. 9 Cockroaches-- I woke up at 7AM to on by my neck on my bed sheet. 
5. Water leakage.
6. Overall poor quality i.e. (Beds, Couch, TV, A/C units)

If the price per month was cheaper I would have less of an argument, but this place being $3,900 per month is laughable. If the photos in this Airbnb show Bed frames, mounted TV, shower curtain, or colored paint, you are looking at a dated photo. The photos they sold me on were misrepresentations of what the apartment was actually like.",50
13959767,"Wer mitdowntypisch in NYC wohnen möchte, ist in dieser Wohnung gut untergebracht. Nötig zum Wohlbefinden in der Wohnung sind Toleranz gegenüber Schmutz, Straßen- und Baulärm sowie permanenter Klaviermusik aus einer der Nachbarwohnungen, in denen ein Berufspianist von morgens bis spät abends übt. Besonders unangenehm sind die Kakerlaken in der Wohnung, die sich nur dann in Grenzen halten, wenn man die Küche möglichst nicht benutzt.",50
13987276,"Note - I'm borrowing the account of my bf's mother to write this review

We've spent 4 nights at this place. It was on the 5th floor and the area is not that tourist-friendly but the house itself is actually nice. Yet, I'd have to say the manner of the host extremely upsets us. The husband was nice but the wife was unnecessarily rude. Not a single smile she gave from the very first encounter to the very last. Far from friendly. I'd say one nice thing she did was letting us check in super early - and that's pretty much it.
- We asked for 2 sets of keys when we arrived. She provided them to us but not without constant complaints
- She tried to kick us out before the actual checkout date. She strongly claimed her document said we must leave on 19th, luckily we had a confirmation email that said we were to leave on 20th. After I told her, she raised her eyebrow and frowned noticeably. Then she demanded that we leave early. She complained 'this is too much'. (We were barely home and not noisy at all. What exactly is too much?? And din't we agree on chechkout date in the first place?) You might say it could be a misunderstanding, but her manner showed it all throughout the period of our stay how much she wanted to kick us out.
- 2 rooms: one with ac and the other with a barely working fan. The room is unbearably hot for sleeping. When we talked to her, her answer was 'You get a very cheap price.' So...? We were not staying for free in case you forgot. Cheap or not, you're supposed to let us know beforehand - showing honesty.
- The bathroom! I'm not sure if it's totally normal in NYC but opening a bathroom door even though you know perfectly well there's someone in it is extremely unacceptable to us. My bf's sister was having a shower when she, out of nowhere, just opened the door and walked in.
- She came and knocked the bathroom door loudly every morning - waking us up. The bathroom is right next to the bedrooms. And it didn't happen only once in each day... 
- When we asked how to open the apartment door, instead of teaching us, she gave us an annoying glance and just said it's easy. That's it. Not teaching us how to at all

I'm sorry to say this is the worst airbnb experience so far. I'm honest though. We did not expect 5-stars service but kindness and friendliness would be appreciated rather than a constant frown and ceaseless complaints.",20
13993046,This was my first bad airbnb experience.  Juan let one of us sleep on the floor for half the stay and ignored our messages. Room was extremely noisy due to the highway and construction work. The bathroom was full of cockroaches but without toilet paper. Wouldn't recommend.,40
13993046,"Good host,",40
14167287,"I didnt meet James, but he seems to be a kind person. He left a present for me in the apartmen. The communication was easy and in just few messages we arranged for check-in and check-out.
The apartment looks like in the pictures, the bed sheets and towels were clean. However the apartment is keep in a very poor state:
-the floor was covered with dust and dustbunnies, thanks also to a decaying carpet
-the kitchen, fridge, pots and pans were covered with a greasy, sticky film, and the rest of kitchen supplies didnt look much better
-the shower curtain and part of the bathroom walls were literally covered with mold stains
-the garbage bin has been left full and smelly.
I cannot recomment a stay until a proper cleaning will take place.",20
15377187,"The location is good, but sanitation is a big problem. It did not seem to be ready when I arrived. Marva was very friendly and nice.",40
15560799,"Like sleeping in a bunker. The worst experience ever. Careful, the photo is illusive. The host runs a couple of rooms in the back of this building. You get 1 very basic, small room with 3 beds stuffed into it and a corner for cooking. That's it. Rooms have no windows, or at best a window overlooking a ventilation shaft! Horrible corridors to get to the room. Cannot believe I paid more than 200 USD per night for this.  

I would kindly ask the host to provide a proper, honest, description of the room that is being rented. This is really not fair.",30
15560799,Photographs are misleading. The place is a room with three beds squished into it. Bathroom is not one in pictures. One tiny window that doesn't lead directly outside so room is stuffy and smells like cigarettes and other odors coming from neighbouring apartments. Great location but not a great place.,30
15701072,"The host did not make us feel welcome at all. We were basically blackmailed upon arrival since, after paying in full prior to our arrival, we were charged over $150 to get the room. When we finally got into the room the power cord to the TV was missing. As far as location goes, that was great. You are in downtown Manhattan close to everything. I would not recommend it because of the unexpected extra charges, but if you don't mind paying even more than you have already paid, I would recommend it for its location.",45
15701072,"Terrible experience with this rental. Got extra charges without previous awareness ( cleaning, NYC taxes) with no flexibility whatsoever by the owner ( wanted cash and did not give us access to the room without paying upfront). The building is very well located but it's truly depressive ( dirty, public restrooms with open doors and the elevator took FOEREVER!!)",45
15701072,"This hotel is a dirty old apartment building which is only suitible for the adventureous. If you are looking for a cheap stay in the center of the city without any care for cleanliness, honesty, or comfort, this is the olace for you. If not, look elsewhere.",45
15701072,The room we stayed in was very clean the only negative is that there is no windows at all and unfortunately no wifi.,45
15874733,"Host unreachable, no messages, ""phone is unavailable to receive calls at this time"".",20
16159901,"Unfortunately we had a terrible experience with this rental. We rent a large room for up to 4 people. We were in 3 and there were not enough beds for everyone. We tried to contact Chaila, but we only got contacts after a long time. We were tired from a long drive, and in NYC it's not easy to find somewhere else. When we got in touch with her, she had the urge to offer us a discount and at that discount we bought an inflatable mattress. THE PHOTOS DO NOT CONDIT WITH THE OFFERED SITE! THEY ARE FALSE. Absurd. After a long time she got a room in the same building, however who was going to be my wife, my 12 year old daughter and me. We had to sleep apart.
Regarding the place itself the WIFI was awful. The other items were good and new. The location is good too.",20
16269161,"The shower wasn't working had to go to a different floor to shower. The bathtub had hairs in it. The fridge and microwave were dirty and the bed was broken.
No towels were provided and on the last day the heater was shut down. 
NOT a nice neighborhood. 
Not the same as the pictures .
For the quality of the room NOT worth the price.",40
16377899,"**BEWARE and AVOID**

First and foremost, this is a STUDIO not a 1-Bedroom as advertised.  I wish I could say that the issues end there, but they don’t.  There seem to be multiple units available in the building because the views and furniture are not the same as the post.  Laundry is on each floor (you have to pay) and not in the unit as stated.  When asked about it, we were told even after we emailed specifically about and confirmed that the laundry was in the unit, it’s not.  The machines require a card, which is not provided.  The one in the unit is for the old company not the new.  We asked for a new one and the response we received was to go the doorman.  The doorman told us we needed to purchase on the 13th floor. There is no parking on-site as stated.  The cheapest one is down the street and will run you about $580 for the month.  There is no pool as claimed, though we really didn’t care about this feature, but those of you looking may.  When we first arrived, there wasn’t any toilet paper, paper towels, hand soap, garbage bags, or even a shower curtain.  After traveling all day some of these things were rather important to do as soon as you walk in the door.  The bed is extremely uncomfortable.  You can feel every spring in your back that we went and purchased a cheap mattress topper. Raymond was very responsive, but after being told see the doorman for everything we decided it wasn’t worth our time and we were already out the money anyway.  Again, I wish the issues stopped there.  The leasing offices uses this apartment as a showing unit.  This is not the unit I would want to use to showcase my “luxury” building as the unit is in serious need of a paint job and cleaning.  We were only notified once that they were coming to show, but all the others they just show up.  We were here on business and mostly work from home, so we were here a lot during the day.  It’s annoying and illegal in NYC to show up unannounced and the leasing agents act like you’re an inconvenience that you aren’t happy your there.  We also discovered they had come in while we were out without our knowledge.  I’d usually put my electronics or valuables away if I knew they were coming.  The only positive review I can give about this place is that the doormen, well all but one, are very nice and personable.",40
17330186,"Good location in vibrant neighborhood, no outside noise. Bathroom is not very clean and (Hidden by Airbnb) are not welcoming, which makes it hard to feel comfortable.",40
17381819,The host canceled this reservation 2 days before arrival. This is an automated posting.,20
17381819,"Host wasn't there, didn't answer phone or messages, had to go look for a hotel, cost us money and the beter part of the evening. Airbnb service was very helpful though.",20
17524075,"This is the worst place where you can stay.  Everything was dirty, I couldn't use the kitchen, I had to clean the bathroom, the room-mates didn't know I was coming.  everything was very very irresponsible and crappy.  Unless you are a really dirty person, book another place.  I am not picky at all, I have lived in many hostels, etc. But this was totally unsustainable.  I was totally deceived, and this was done on purpose, since Ruishu told me later that she knew about the room-mate attitude of not cleaning against her guests.  Wow... I said.  Other than that, Ruishu let me stay 4 more hours beyond my check-out time, and the location is good. Real fair price for this ~ $30/night.",40
17827910,The host canceled this reservation 23 days before arrival. This is an automated posting.,20
17827910,"The apartment was average, there were a few things broken when we got there, and it was kinda hard to communicate with the people who manage it.

It was a little bit dirty and we had to clean the sheets and we also saw a rat in the apartment…. 

The TV remote was broken, the draws were broken, the ironing board shed particles all into my suitcase, the curtain rod was broken we had to fix it with tape etc.. 

We had a late flight and we asked if it was possible to have a late checkout but the person who manages the apartment didn’t help us.

Also, and maybe this is the worst part, there was VERY VERY loud construction that started at 7:00 am every day when they told us this will start at 8:00 am, so It was very hard to have a good rest the 4 weeks we stayed there. This construction is just starting (they are still working drilling the foundation) to a huge skyscraper so I assume it will be years before it is complete. 

I would not stay here again.",20
19009220,no comment,20
19161964,"Good location & friendly host; however, the house definitely requires more cleaning  (esp. the shower) to get rid of all the vermin in the house!!",40
19244237,"We found the apartment very dirty, with no effort made to even put things away. We felt a bit gross walking barefoot in the bathroom and the sitting area was not usable as there were piles of stuff on the couch etc. I'm guessing this is a shared place with several roommates, but we had no idea who else was staying or if the other bedrooms were Airbnb guests as we never met anyone and just came and went with a door lock key by ourselves. This didn't make us feel secure about leaving any of our stuff, so we just left in the morning and toting suitcases around to breakfast. It also doesn't seem reasonable to leave a pet cat without the owner being there...we have cats and are very used to them, but I didn't expect to be left with someone else's pet. Although he was very sweet, he woke us up all night wanting to come in and out of the room as his owner wasn't around. This felt more like borrowing a key to an empty frat house than an Airbnb.",40
19390314,"Honestly dealing with Gillian was the worst experience I've ever had. First of all I got scammed out of 200 dollars on top of the 6k I paid. After I booked I was told I needed to get a bank check of 1500 dollars as a deposit on a electric bill. I finally talked to her down to 200 because she told me she would simply just take out the AC. Was also told that fans were being installed and only crappy fan bought from target was there in the apartment. Either way it's been ten days and I've yet to hear from her and I was supposed toget the bill and the remainder of my money back. The very second I walked into the apartment it had a HORRIBLE stench. It smelt like death and moth balls. Both were found in the apartment, dead mice and moth balls! Also the wifi password that was posted on the fridge was wrong!! There was dog hair everywhere!! Disgusting. It was on the bed I was supposed to sleep on, on all the towels, dirty hair on the bars of soap in the bathroom! I really disliked Gillian as a host as she was not accommodating at all and even asked for me to apologize to her after all this! the only good thing about this was place was the location! Also everything in the place is outdated. THERE ARE MUCH BETTER DEALS OUT THERE! DONT GO THROUGH GILLIAN HORRIBLE EXPERIENCE! MY WORST AIRBNB EXPERIENCE HANDS DOWN",20
19531174,"Most horrible Airbnb experience I ever had, we had to call Airbnb customer service and move to an other place.
Ian was abroad so he told us that his roommate James would welcome us.
We first had to ask for the address of the apartment (not written on Airbnb) and then for the roommate phone number.
He never answered to our next messages about dropping our luggage and our check-in.
So for our check-in we had to see with the roommate, we asked for dropping our luggage in the morning, he told us to come when we want in the morning and to keep calling him until he wakes up. He never answered, we arrived at 9 am and he answered at 2 am... so we began by loosing half a day of our trip.
Then, we did the check-in and James offered us beers.
We saw that the bathroom was dirty, especially the floor and the closets and that there were a smell of cold tobacco in the apartment. There were also mess in the living room and on the worktop in the kitchen.
It became a nightmare when we came back in the evening. The bedspread had holes, there were no quilt/duvet cover, the duvet was torn, the fitted sheet was dirty, as well as the pillowcases. There were dirt stains on the towels.
In brief, not a correct bed at all, not descent.
We reached the climax when my friend found a porn magazine under the table in the living room and when James came back, just after these findings, totally DRUNK.
It was late so we tried to sleep a little bit here and the next morning I called the Airbnb customer service, we've been refunded and we moved to an other place.",20
19730428,"Smells like smoke. There was a cat that we did not know about. She was not there when we arrived, leaving us outside for a while.",20
19949310,He set us up. He said that he will call back and he never did. Later he even ignored calls from airbnb. He don't deserve to be called a host.,20
20032597,This host did not respond to us for 3 days and only then she told us she doesn't need any guests. She left us scrambling to find a different place the night before our trip.,20
20122197,Not the cleanest place,40
20122197,The host canceled this reservation 12 days before arrival. This is an automated posting.,40
20292523,this man is retard,20
20319073,The host canceled this reservation 3 days before arrival. This is an automated posting.,20
20319073,The host canceled this reservation the day before arrival. This is an automated posting.,20
20319073,The host canceled this reservation the day before arrival. This is an automated posting.,20
20319073,Host didn't send me any check in directions and would not respond to any messeges even day of reservation. I showed up to the property and the host still did't respond to any msgs or calls so I had to find a new place to stay last minute.,20
20588184,Morgan is a very hospitable and accommodating host. He lives in a one-bedroom walk-up which is exactly what you would expect in New York. It is very nicely decorated he takes every consideration to make sure that you are comfortable. He is close to public transit and the Yankee Stadium. He is knowledgeable about the city so he gives great advice. He even offers refreshments lovely person great personality. I booked this home because it was close to an event that my cousin was throwing. And he gave me directions he made sure that I knew exactly where I was going. He was waiting when I got back we set up part of the night and had a great conversation.,50
20588184,"Not good.  Host will not provide a spare set of keys.  Host leaves apartment at 3AM in the morning and does not return until the afternoon.  Pleaded with host for a second set but he refused.  This is not worth the few dollars you will save heading to the Bronx.  Apartment has cigarette ashtrays in every room.  Bathroom is not clean.  Spend extra, go some place else.",50
20688793,"We had problems from the beginning. There was no key ready for us at checkin. The apartment had lights out in the hallway and one lamp had no bulbs. The dining table legs weren’t even connected to the table top so the top was simply balanced on the legs and would fall apart when moved. The tv and internet didn’t work for three weeks and after checkin they tried to insist on a $4,000 security deposit that was never previously mentioned. would NEVER stay here again.",20
20811696,"Where to begin with this property—this was the single worst experience we’ve ever had in an AirBnB or other similar short-term rental. First, the advertisement is nearly a complete fabrication. A couple examples: there is no garage associated with the building as advertised. (There is a garage a block away for $50ish a night.) While there is a fitness center in the building, no access is available for AirBnB guests. Other issues like the lack of a fireplace in the unit are certainly not a big deal, but do serve to highlight how disreputable the owners of this AirBnB are in the advertising of the property. Smaller amenities listed that didn't actually exist in the unit are too many to make a full accounting. Eventually, curiosity got the better of us, and we figured out the pictures used to advertise the place were ripped from the last time the apartment was listed for sale on Zillow years ago. The current condition is nothing like the images presented, and the furniture in the unit looks/acts like something out of a nightmare swap meet. (Example: the couch started actively shedding its “leather” like a pet dog with mange after just a few weeks of normal wear/tear). 

Upon arrival, we picked up a dozen dead cockroaches from the floor. Additionally, the pillows and linens were so soiled from a previous occupant, the stains looked like old, Civil War bandages. We got quite a laugh at the  plastic bags stuffed in the windows to keep the rain/weather out of the apartment. Less funny was the mold growing where this ""fix"" didn't work as planned (shocking, I know). The coffee maker was so dirty that, once the owner finally acknowledged there might possibly be significant issues, rather than trying to clean the old machine, he simply purchased an entirely new coffee maker and threw the old “science experiment” away. Multiple light bulbs were burned out upon arrival and it fell on us to replace them or brush our teeth by iPhone flashlight. There was no internet or cable and it took almost a week to address this. The air conditioning in the bedroom was completely inoperative and despite three separate attempts to get this fixed, the owner became aggravated and stopped taking our calls or even attempting to address further issues. (As an aside, the situation almost became dangerous when a heat wave arrived and 100+ degree temperatures inundated the city. The only way the apartment remained livable was by creating a Rube Goldberg-esque series of fans to flow the single operating air conditioner's airflow throughout the unit.) Is there a queen bed? Yes. Can two people actually sleep on it? No--the symphony of squeaks and squawks you'll be privy to every time your partner shifts their weight in the night can only be compared to an elementary school band ""tuning"" their instruments. 

Ultimately, we wish we could attach photos of this place just so others can share in our laughter at how comically terrible the conditions were. Why did we stay? We're young, dumb, thought we could ""gut it out"", and had pressing professional responsibilities that took up 12+ hours a day leaving us without the bandwidth to move to a new place. In retrospect, we should have “sucked it up” in the beginning and left these scam artists with their apartment. That said, after significant dialogue with AirBnB arbitration, the owner admitted fault and reduced our rent $650—not nearly enough in our opinion but we were in a classic rock/hard place scenario. Lesson learned: never rent an apartment on AirBnB that isn’t adequately reviewed.",20
20815900,Very irresponsible host.He canceled our reservation at check in time.He ignored my calls.Because of him me and my friend spent 6 hours talking to Airbnb agent on the phone in the street trying to find a new place.And fortunately we found a place to stay at 9:00pm.Thank you Marlon for ruining our vacation .,20
20914119,Gal cancelled on me the night before I arrived during the holiday season with no real apology. Obviously getting a new Airbnb the night before at this late notice was unfeasible for me. I would not trust this source (and I'm an Airbnb world traveler!),20
21312191,"The hotel entrance was nice, everything was kept clean in the lobby. But upon arriving to the room there was a musty, smoky smell. The sheets looked as if they did not change them. The bathroom did not look clean; stains and hair on the towels and the floor had residue. The door would not lock at first when you leave. And there was a bit of technical difficulties with the tv. Customer service was good",20
21312495,"It was not a pleasant stay, the room was super dirty and smelling musty.
As you have to pay extra in the check in and they do not mencione that on the description as they do not mencione that they DO NOT have breakfast ! 
It was a horrible stay as the room was super dirty we got horrible allergies!!",40
21406998,"AIRBND is not a good option if you are looking for a hotel or privacy. Its seems that almost anybody can put a room as accommodation regardless the condition, cleanliness or safety.",20
21536437,"First of all, it’s a company. Secondly, it said in the description that it was a FEMALE-ONLY apartment, and two days into my stay, 2 guys moved in the adjacent two rooms. Bathroom was ALWAYS dirty with pee on the toilet seat despite me leaving a note in it. It was horrible, I had to look for another place on such a short notice, I had to drag my heavy bags looking for another place. Never again.
Wireless was disconnected during my stay and wasn’t fixed till I left.
A mouse lived in my room.",20
21536437,"This is NOT an all female unit. The place is not adequately cleaned. Area description is misleading. This is very much still a local Brooklyn neighbourhood, one a did not feel very safe in. Communication was sporadic. I left before the end of my stay as I was not comfortable there. Would not recommend.",20
21675338,"The address is wrong. This is not in Brooklyn. Once I arrive to the right location. Keys were not available and could not reach the host. Did not receive any news since then. Airbnb could not reach out anyone as well. I was left to find another place at 11pm.
I definitely do not recommend this host.",20
21729394,"No response until the day of check in, and cancelled the reservation at noon.",20
21765895,"Didn't provide wifi or the breakfast they offered (there were however stale cheerios and Frosted Flakes next to a box of sugar with a rotten banana in the kitchen downstairs, lest someone claim there was ~nothing~), also like the garden for smoking or chilling sounded like a bit more than a really trashed backyard with lawn chairs. Also the information they provided for check-in was wildly inaccurate and I wandered around the property for almost an hour before finally getting in. Oh also for how much they promote how well they treat their maid (living wage and all) they still called her in after she had gone home for the day already and made her come back just to sweep up the floor in my room. It was a shit show- honestly though the bed was comfy and the 6 train was super close, so I didn't hate it. I just want all of you to know what you're getting into because they did a snazzy job of marketing and portraying themselves on the listing and that's not what y'all getting.",20
21801520,"nice small clean n cozy place for a Manhattan stay.
value for money.
bathrooms, kitchen n rooms were clean.
easy access from city",40
21817961,"Adrianne's place is a cute, small, typical NY apartment and you couldn't ask for a better location if you wanna stay in Harlem. You can get midtown or downtown on the 3 train in a giffy if you need too. Was also cheap by NY standards (which is still expensive, of course). But there was no heat in December and I froze my @$$ off.  To clarify, I'm not saying it wasn't heated to my liking, I'm saying there was zero heat. In December. I contacted Adrianne and the superintendent repeatedly but nothing changed while I was here. I know this is not Adrianne's fault, I'm sure it's a case of an old building and a negligent landlord, but point is when you pay what you pay for a airbnb in NY you shouldn't be sleeping while shovering in a tracksuit and a toque, or unable to work on your labtop cause your hands are so cold.  Secondly, the person Adrianne hired to clean the place between my arrival and the previous guests departure did a really half-ass job. Didn't even touch the bathroom, I know cause the trashbin was full and the bathtub had visible grime and hair. Germaphobe's nightmare. Again, I know this wasn't Adrianne's fault, just being honest about my experience.  Other things to keep in mind is that there is no closet space or coathangers and the oven has been converted to storage (there is a toaster however). If Adrianne could ensure her unit was heated in the winter and hire a cleaner who actually cleaned it would be a great spot.",40
21921608,Do not rent from this host--terrible.  Day to weeks for action and then action is to acceptable.  He doesn't work on weekends to no response from Friday to sometimes Tuesday.  Horrible.,40
21945851,"Great location! Short walk from the train. Duane Reade & CVS just across the street! Food, Clothing, Check Cashing place, all just footsteps away.

Nora did her best to accomate my needs. She was very good with quick communication and getting me settled in.",50
21945851,"The apartment is far from Times square (45 min by subway) but fortunately subway A and 1 next to the apartment.
The room is really too cold (less than 18°C) but maybe because of the weather (-20°C outside)... The electric heating system works but still so cold to sleep well !
Nora is very nice and flexible.",50
22016391,The host canceled this reservation 10 days before arrival. This is an automated posting.,20
22016391,The host canceled this reservation 2 days before arrival. This is an automated posting.,20
22016391,This place is not clean and the heater is not working and cigarette scent all over the apartment.,20
22029995,"The hosts are nice but their place does not seem ready/equipped for Airbnb. The apartment is cluttered. The bathroom was dirty. The tub didn’t drain. The bedding was insufficient and stained.
",40
22032210,"Well, after receiving no response from my messages, I gave the number I listed a call. The person on the other end informed me I had the wrong number. It was a bummer.",20
22151067,Don’t ever make a reservation,20
22226150,"I was told the day of my check in that instead of having the place to myself (which is what I paid for) that I would be staying with his sister and wouldn’t change the price from a whole apartment to a private room. Didn’t want to call me back after I called twice. When I wanted to cancel my stay, I was directed that I needed to do it. Overall: Poor customer service.",40
22226150,Not bad,40
22356352,"Frida was very nice, and quick to answer any questions I had.  My boyfriend and I checked in while she was out of town, but she made it easy so we had no problems.  Thanks Frida!
As this was a last-minute booking over a busy holiday period, and affordable, it served it's purpose just fine.  I didn't find any clean towels, so ended up buying a cheap one from a 99cent store.  The place is a basic old NY apartment.  It could have used more attention to cleaning (the floor was dirty and I even found old nuts along with dirt on the floor in the bedroom - the toilet wasn't clean but the shower was fine).  The bed sheets seemed a bit worn, but again, for the price, it served it's purpose which was to provide a place to crash for a couple of nights during a very busy time.  It had heat, a bed, and hot water.",50
22356352,There isn’t central heat so the common area and bathroom were incredibly cold. WiFi was not available for the duration of my stay.,50
22366842,"The people working for Outpost are great, they have a genuine desire to make Outpost guest feel welcome and part of a community. Still, co-living is a very particular living situation and you must be sure of what you are getting into - those ""shared spaces"" are never not crowded, people will be hanging out a little later and a little louder than you might like, cleaning rules will not always be followed, etc. It's what you sign up for and if you find this tolerable for a short-term stay there shouldn't be problems. That said, Outpost is more akin to  a hostel and the cost is very steep for what you get - even for NYC. My advice is to look elsewhere first, and if you do decide on Outpost go directly to their website as it costs more to go through third parties like Airbnb. Yes,  it was very uncomfortable to find out everyone was paying different amounts for the same living situation.",40
22409676,Not good,20
24130728,The host canceled this reservation 7 days before arrival. This is an automated posting.,40
24130728,"Positives:  You can expect to see exactly what the pictures look like!  Great view, you can walk to almost everywhere.  It's a good location and the building is nice, esp if you want a pool and gym area. Train is a few blocks away, uber picks you up across the street.  Negatives:  You have to live out of your suitcase because there is not any room in the closet and there is not any dresser for you to use.  This is actually Matt's apartment he is renting out and it is jammed packed with all their belongings.  Very uncomfortable and creepy.  There was not any ""private"" area for guests in this whole place- if it were a 2 bedroom then at least you'd have some privacy. There is pet hair everywhere - we did not have wi-fi the whole time we were there - we were told to say we were friends while checking in, and don't say anything about airbnb because they don't like it.   This was told to us when we went to check in.  Really?  I think this is prohibited in this complex.  We were supplied 1 towel each for 5 days.  The bathroom didn't even have a hand towel to use and forget about face towels, they don't exist - Matt told me he doesn't use them so I guess he figured nobody else does either!   So, if you book Matt's apartment,  just know your moving literally into HIS home - there is no room for you to unpack your own things.  This was uncomfortable for us.  We traveled many times using airbnb and (Hidden by Airbnb) with no issues - this place has issues I'm sorry to say.",40
24289926,"This is a safe, great location rental that has the essentials you need for a NY getaway. Beware there are stairs- sometimes even up from the subway due to construction, and a few steps down from the street to the entry, and from the entry to the apartment is a 3-story walk-up. No challenge if you are fit, but consider how and what you will carry up with you. The subway is very close (1/2 block) with multiple lines to conveniently get around Manhattan from midtown east. The kitchen has all the basics to make a quick meal if you want to save money in the big city, or heat up leftovers. The bathroom was spotless and had a heated floor which was a nice surprise on a chilly morning. Bed was comfortable. We would stay again.",50
24289926,"The original description indicated that the room included a private bathroom. This was not the case. The room did not have any bathroom connected to it. The only available bathrooms were out in the hallway and were shared among all the occupants of the apartment. This was a huge problem because my GF required a private bathroom and we chose this listing over others just because of the ‘private bathroom’ claim. In addition, the room wasn't exactly quiet enough. There was a lot of noise from the other occupants and from upstairs. The biggest issue was that the host refused to address any of these problems and ignored my messages. The room wasn't acceptable for us so we messaged the host and requested to check out early in order to stay at a different location. There was absolutely zero response from the host. Instead, all he did was switch the ‘private bathroom' to 'shared bathroom' in the listing description. I had to call Airbnb directly to explain the situation and they were able to cancel the reservation. Beware this host, for he is untrustworthy and simply doesn’t care.",50
24522061,The host canceled this reservation 17 days before arrival. This is an automated posting.,50
24522061,The location is pretty safe and quiet. The room where I stayed was spacious and roommate was generous and kind!,50
24522061,No debe rentar no permitido x edificio.  Not aloud to rent in that belding.,50
24582148,The host canceled this reservation 12 days before arrival. This is an automated posting.,20
24582148,The host canceled this reservation 38 days before arrival. This is an automated posting.,20
24582148,Landlord entered the property without notice or permission.,20
24806529,The host canceled this reservation 30 days before arrival. This is an automated posting.,40
24806529,Nessim was very polite and helpful. He even helped us get to the airport. The apartment is pretty far from the city centre. The only bad thing is that it was very dirty and smelly.,40
24957990,Karen was a sweet and kind woman who was very friendly & cool. With that said  my girlfriend and I did have a few minor issues though with a leaky air conditioner.  We had to constantly clean up the water on the floor and then later used a bowl to collect the dripping water which we had to dump out. I guess if you dont need the AC then it shouldn't be a problem. Also the floors were a little beat up in the bedroom. If your looking for a budget friendly basic  spot then this place will be fine. Although we found nicer places in the same price range we settled on this one because we booked at the last minute and all the other places were booked up.,50
24957990,"Easy check in, pleasant host, total privacy, location close to Atlantic Ave. where Barclays is.",50
24957990,너무 더러워요ㅠㅠㅠㅠ 사진이랑 많이 달라요,50
24957990,No so clean,50
25032434,"DO NOT stay with Brian!
Brian ruined our first day in New York.
We booked with Brian because his place was cheap and looked clean, and it wasn’t too far from downtown. 
Despite having no reviews, we took a chance because, as my wife said, the system relies on people with no reviews being given a chance. We feel hugely let down and unfortunately we feel we will be far more cautious in the future.
We arrived in Manhattan at 2.30pm and walked - each carrying around 30kg of baggage as we are ending a four-month trip around the world - a mile to the nearest metro station. We got on a packed train with all this bagage and needed an Uber from the station to get to his house.
Upon arriving at his house, we found no signs of anyone home. We sat on his front porch for around an hour while calling, texting and messaging him on AirBnB, until a severe thunderstorm hit and we (and all our baggage) were soaked and we were forced to call another Uber to a nearby bar to weigh up our options.
I tried calling and messaging Brian again and again (8 times in fact) to no avail. All this while we searched for accommodation for a relatively reasonable price - we ended up paying 150% more than what we paid Brian for our abortive booking because it was so late. We were in fact turned down twice and thank God we eventually found a lovely lady in Brooklyn who we had to beg to let us stay the first night and who stayed up until gone 1am preparing the room despite having to get up for work at 6am.
We then walked a mile to the subway and boarded the metro before getting another Uber to her place. I estimate that this additional travel cost us an extra $50 - money we did not have to waste.
When I finally managed to speak to Brian on the 9th attempt, he was initially apologetic but this soon turned into a denial that the booking was ever confirmed. He told me the room was occupied and therefore we couldn’t stay, despite us having paid him already. He was in complete denial about the payment having been made, and when I challenged him on it, his words were to the effect of: “I’ll have to call you back as I’m in work”. When I insisted that he cancel the booking from his end so I received a full refund, he agreed. Still, 6 hours later, he hadn’t 
 cancelled it.
I lodged my complaint with AirBnB. In fairness to AirBnB they dealt with it very well - they issued a full refund and compensated us.",20
25032434,The host canceled this reservation 5 days before arrival. This is an automated posting.,20
25110602,Jessica cancelled my reservation on check in day,40
25262795,"Hany's place is close to buses, trains, and lots of stores. It was easy to get around. Be prepared to walk up to the third floor.",50
25262795,Until upgrades are made I would not recommend it,50
25538850,Very unprofessional,20
26131873,The experience was quite disappointing given the smell and insects in the apartment. The rest was fine.,40
26186295,"This lady is bad business and very unprofessional. I made a reservation to her place for 5 days stay and never happened.  First, I called her several times to let her know about my stay at her place and got no answer. Then, I showed to her place and no one was there. I waited for almost an hour outside her house, kept on calling her and got NOTHING, nada,no answer. Finally, I called Airbnb and told them my situation and they also tried reaching her, they got the same silent treatment. Several hours later Ms Dee sent me a message saying that she was sorry that she’s at work, very unprofessional. So Airbnb gave me a full refund. Airbnb needs to get rid of her and her bad business skills. It’s not fair for any guests to be left out this way. I don’t wish this experience to anybody. My suggestion to everyone is to please stay away from her, she’s definitely cold hearted, disorganized, and don’t have a clue of what she’s doing.",20
26272421,Not bad for what you pay for! It’s hard to find a affordable full apartment in the city,50
